Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
34.365,Referral,,5M920329,"Car, Luxury",2D Coupe,Graphite,13,INFI,G37,3559,20,0,26780,668.37,27916.37,28787,995.63,0,0,0,0,,,,,,,,0,995.63
21.607,AutoTrader,,4T677778,"Car, Subcompact",2D Hatchback,Black,13,MINI,COOPER,11887,119,0,15815,849.5,17132.5,16397,-610.5,911.61,0,0,0,,,,,,,,911.61,301.11
22.36,Known Other,,5W506961,"SUV, Compact Sport Utility",4D Sport Utility,Green,15,JEEP,CHER,7798,21,0,17835,401.39,18704.39,19998,1418.61,0,0,0,0,,,,,,,,0,1418.61
687.957,Known Other,450,5F267744,"Car, Luxury High",2D Coupe,White,14,MB,E550C,5904,162,0,47800,2560.42,50828.42,50996,292.58,250,1000,0,555,,,,,,,,1805,2097.58
268.407,Cargurus,375,4S193487,"Van, Small Van",4D Passenger Van,White,12,TOYO,SIENNA,34633,91,8000,26840,632.13,27940.13,25996,-1819.13,1192.68,0,0,0,,,,,,,,1192.68,-626.45
28.835,Cargurus,,4N802580,"SUV, Intermediate Sport Utility",4D Sport Utility,Gray,14,NISS,XTER,16651,25,1500,25185,1098.94,26751.94,27998,1371.06,300,1000,0,199,,,,,,,,1499,2870.06
30.035,eBay,,5FD13708,"Truck, Large Pick-up",4D SuperCrew,White,14,FORD,F150,14980,21,0,28795,771.9,30034.9,30998,1088.1,757.4,1000,392,0,,,,,,,,2149.4,3237.5
105.055,Known Other,,5R312147,"SUV, Luxury Sport Utility",4D Sport Utility,,11,CADI,ESCALV,45454,76,0,41135,312.27,41915.27,41997,206.73,0,0,0,0,,,,,,,,0,206.73
864.649,eBay,350,5E062396,"Car, Compact",4D Sedan,Gray,13,HOND,CIVI,14844,103,0,16015,1203.15,17686.15,16596,-965.15,0,0,0,0,,,,,,,,0,-965.15
0,Dealer,,9G409203,"Car, Intermediate",4D Sedan,Blue,15,KIA,OPTIMA,2190,85,0,16500,136.1,17104.1,16871,-108.1,0,0,0,0,,,,,,,,0,-108.1
52.366,Cargurus,,5A768559,"SUV, Luxury Sport Utility",4D Sport Utility,,13,LAND,RGRVSP,9021,84,31500,59240,584.78,60292.78,58368,-1799.78,0,0,0,0,,,,,,,,0,-1799.78
13.193,Repeat Customer,,4A464347,"SUV, Luxury Sport Utility",4D Sport Utility,Black,15,MB,GL450,15567,62,0,58650,496.12,59614.12,59997,507.88,832.33,0,0,0,,,,,,,,832.33,1340.21
1224.775,AutoTrader,450,1VT47712,"Car, Luxury Sport",2D Coupe,,11,BMW,1MCP,19673,135,20100,52500,1598.37,54566.37,52896,-1545.37,578.76,0,0,0,,,,,,,,578.76,-966.61
46.256,AutoTrader,,9EA88362,"Truck, Large Pick-up",4D Crew Cab,Blue,9,FORD,F250,43725,37,13500,22000,1242.55,23710.55,26197,2611.45,1160.71,1000,0,0,,,,,,,,2160.71,4772.16
6.476,AutoTrader,,5M922165,"Car, Luxury",2D Coupe,,13,INFI,G37,11931,76,500,27055,356.46,27879.46,28497,742.54,1266.88,0,392,555,,,,,,,,2213.88,2956.42
260.356,Cargurus,150,4DY71045,"Car, Luxury High",4D Sedan,Blue,13,BMW,550XI,31067,33,0,41375,648.6,42491.6,43997,1630.4,428.9,0,0,555,,,,,,,,983.9,2614.3
41.72,Cargurus,,4G115044,"Truck, Large Pick-up",4D Crew Cab,Red,13,GMC,SIER15,19989,78,0,30625,730.77,31823.77,30979,-719.77,0,0,0,0,,,,,,,,0,-719.77
370.25,Cars.com,350,4M202813,"Car, Luxury",2D Convertible,White,12,INFI,G37,4458,34,0,32810,692.75,33970.75,33896,50.25,0,0,0,0,,,,,,,,0,50.25
1670.594,eBay,750,4C409741,"Car, Compact",4D Hatchback,Silver,13,NISS,LEAF,16480,22,0,13190,1333.53,14991.53,13987,-879.53,0,0,0,0,,,,,,,,0,-879.53
165.951,eBay,,5A721943,"SUV, Luxury Sport Utility",4D Sport Utility,Black,12,LAND,RGRVSP,34719,140,22000,49800,628.5,50896.5,49997,-774.5,653.21,0,0,555,,,,,,,,1208.21,433.71
875.312,eBay,350,1L220789,"Car, Sport",4D Hatchback,,14,SUBA,IMPR,27658,33,0,31000,2139.01,33607.01,32898,-584.01,250,0,0,0,,,,,,,,250,-334.01
834.597,eBay,700,4F041858,"Car, Luxury Sport",2D Convertible,Silver,12,MB,SLK55A,18879,21,6500,46520,2019.21,49007.21,49998,1115.79,200,0,0,555,,,,,,,,755,1870.79
802.185,eBay,450,4N069910,"Car, Luxury High",4D Sedan,Gray,13,AUDI,A630TQ,47700,41,35000,33740,1368.71,35576.71,36696,1244.29,0,0,0,555,,,,,,,,555,1799.29
1111.073,eBay,,4F228538,"Car, Intermediate",4D Sedan,Red,14,BUIC,LACRO,5406,13,0,29870,426.81,30764.81,31998,1358.19,815.01,1000,0,0,,,,,,,,1815.01,3173.2
1198.354,AutoTrader,350,5S112119,"Car, Luxury Sport",2D Convertible,Blue,13,PORS,BOX,9599,71,0,44110,1207.75,45785.75,44996,-664.75,0,0,0,0,,,,,,,,0,-664.75
0,AutoTrader,,4PA57089,"Truck, Small Pick-up",,Silver,11,FORD,RANGF,66669,36,500,15860,742.35,17070.35,15997,-948.35,229.23,0,0,0,,,,,,,,229.23,-719.12
1180.849,Cars.com,600,5DZ72353,"Car, Luxury High",4D Sedan,Gray,14,BMW,640XGC,269,76,0,63995,1036.75,65499.75,63996,-1378.75,1240.25,0,392,0,,,,,,,,1632.25,253.5
6.819,Cars.com,,9G158822,"Truck, Large Pick-up",2D Standard Cab,Maroon,12,RAMT,RAMT15,32837,51,0,16000,1471.53,17939.53,18597,782.47,836.1,1000,0,555,,,,,,,,2391.1,3173.57
170.028,Craigslist,150,4M371504,"Car, Compact",4D Sedan,Black,11,VW,JETT,44020,42,0,12180,1317.94,13965.94,13546,-294.94,327.18,0,0,0,,,,,,,,327.18,32.24
10.385,Craigslist,,4B101334,"Truck, Small Pick-up",2D Standard Cab,Red,3,CHEV,SSR,12836,36,5500,23100,512.98,24080.98,25497,1541.02,420,0,0,0,,,,,,,,420,1961.02
227.898,eBay,150,4LV16116,"Car, Luxury High",4D Sedan,Green,11,JAGU,XJ,38002,107,0,32500,1106.75,34074.75,34896,946.25,300,1000,0,317,,,,,,,,1617,2563.25
237.215,eBay,150,5U081274,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,13,TOYO,VENZA,5585,57,8500,30685,798.41,31951.41,30996,-830.41,790.31,0,392,0,,,,,,,,1182.31,351.9
2318.406,eBay,450,5PA97843,"Car, Luxury",2D Convertible,Gray,13,BMW,335ICV,922,89,0,40275,680.69,41423.69,39796,-1502.69,0,0,0,673,,,,,,,,673,-829.69
0,eBay,,5Y318220,"Car, Compact",4D Sedan,Blue,14,NISS,SENT,3546,29,0,14635,320.13,15423.13,15996,697.87,292.32,0,392,0,,,,,,,,684.32,1382.19
1323.095,Google,450,5M932945,"Car, Luxury",4D Sedan,Black,12,INFI,G37,29659,22,0,20555,1287.12,22310.12,22772,586.88,0,0,0,0,,,,,,,,0,586.88
219.657,Google,,4A063986,"SUV, Luxury Sport Utility",4D Sport Utility,Black,15,AUDI,Q5,3302,35,0,37355,457.99,38280.99,39997,1841.01,300,0,0,0,,,,,,,,300,2141.01
17.271,TrueCar,,4R128904,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,CADI,ESCAL,42240,57,25000,47055,567.44,48090.44,47997,31.56,187.99,1000,0,555,,,,,,,,1742.99,1774.55
30.035,Website,,4M153718,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,12,INFI,FX35,18988,78,12500,32665,438.41,33571.41,33997,550.59,466.97,0,0,0,,,,,,,,466.97,1017.56
0,Dealer,,4H313321,"Car, Sport",2D Coupe,Red,14,DODG,CHAL,24330,128,0,26220,457.97,27145.97,26497,-523.97,0,0,0,0,,,,,,,,0,-523.97
0,Dealer,,5S212691,"Truck, Large Pick-up",4D Crew Cab,Gray,12,RAMT,RAMT15,60736,120,0,24725,306.33,25499.33,26766,1391.67,0,0,0,0,,,,,,,,0,1391.67
13.655,Referral,,4BB90653,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,13,FORD,EDGE,9258,37,0,30660,492.14,31620.14,31997,501.86,693.9,1000,0,1070,,,,,,,,2763.9,3265.76
9.553,Repeat Customer,,5M615648,"Car, Compact",4D Wagon,Brown,14,VW,JETT,11378,16,20975,19695,225,20388,21491,1228,0,0,0,0,,,,,,,,0,1228
21.221,Repeat Customer,,5G090678,"Car, Intermediate",4D Sedan,,13,KIA,OPTIMA,32056,71,2500,21050,715.19,22233.19,21996,-112.19,0,0,0,0,,,,,,,,0,-112.19
18.78,AutoTrader,,5M632695,"Car, Luxury Sport",2D Coupe,White,14,NISS,370Z,20016,30,0,22835,410.75,23713.75,24991,1402.25,0,0,0,356,,,,,,,,356,1758.25
27.699,AutoTrader,,4FA71371,"Truck, Large Pick-up",4D SuperCrew,,10,FORD,F150,53637,71,0,21510,744.54,22722.54,22997,399.46,0,0,0,0,,,,,,,,0,399.46
165.593,eBay,150,5A001214,"Car, Luxury High",4D Sedan,Blue,12,FISK,KARMA,7974,162,0,52300,5526.26,58294.26,52697,-5472.26,0,0,0,0,,,,,,,,0,-5472.26
1021.953,eBay,750,4M110036,"Car, Luxury Sport",2D Coupe,Blue,14,NISS,GTR,120,94,0,85775,997.75,87240.75,85997,-1118.75,0,0,0,0,,,,,,,,0,-1118.75
732.602,Google,400,4M771239,"Car, Luxury",2D Convertible,White,13,INFI,G37,10589,36,0,34080,1584.39,36132.39,35998,-9.39,343.08,0,0,0,,,,,,,,343.08,333.69
1096.706,Google,750,4A163247,"Car, Luxury Sport",4D Sedan,Blue,13,AUDI,S4QUAT,19106,36,0,37155,1274.32,38897.32,39596,823.68,0,0,0,0,,,,,,,,0,823.68
10.385,Google,,5H337788,"Car, Intermediate",4D Sedan,White,14,DODG,CHARO,9800,58,0,19300,328.75,20096.75,20697,725.25,0,0,0,0,,,,,,,,0,725.25
13.036,Website,,4BC69062,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,13,FORD,EDGE,9944,23,0,23110,1292.78,24870.78,24998,252.22,0,0,0,555,,,,,,,,555,807.22
658.23,Referral,450,4J371737,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,CHEV,TRAV,11875,28,0,34585,1050.41,36103.41,37696,1717.59,0,0,0,356,,,,,,,,356,2073.59
9.368,AutoTrader,,4M422048,"Car, Luxury",2D Coupe,Graphite,12,INFI,G37,44255,36,0,21125,821.71,22414.71,22897,607.29,0,0,0,0,,,,,,,,0,607.29
233.251,Cargurus,,4H274763,"Car, Luxury",4D Sedan,White,12,CHRY,300,20142,37,0,22535,638.12,23641.12,22997,-519.12,341.46,1000,392,555,,,,,,,,2288.46,1769.34
6.604,Cargurus,,4R259267,"Car, Intermediate",4D Sedan,Black,13,FORD,FUSN,18889,35,9100,18310,973.8,19751.8,20996,1369.2,0,0,0,0,,,,,,,,0,1369.2
23.693,Cars.com,,4H761329,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,LAND,RGREVQ,23589,105,49000,43525,506.56,44499.56,42897,-1477.56,1137.53,0,0,555,,,,,,,,1692.53,214.97
37.01,Craigslist,,4C402887,"Car, Compact",4D Hatchback,Silver,13,NISS,LEAF,10840,36,0,11850,796.51,13114.51,12972,-17.51,0,0,0,0,,,,,,,,0,-17.51
229.266,eBay,,5D016164,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,14,AUDI,Q730,4613,64,0,48155,626.85,49249.85,49497,372.15,0,0,0,0,,,,,,,,0,372.15
1518.369,Google,450,5G110739,"Truck, Large Pick-up",4D Crew Cab,,14,RAMT,RAMT25,15847,77,0,46575,1096.28,48139.28,47996,-18.28,300,0,346,356,,,,,,,,1002,983.72
0,Dealer,,4G298818,"Truck, Large Pick-up",4D Crew Cab,Blue,13,GMC,SIER15,24975,143,0,27045,283.75,27796.75,28697,1025.25,0,0,0,0,,,,,,,,0,1025.25
13.655,AutoTrader,,5A457607,"SUV, Luxury Sport Utility",4D Sport Utility,,15,MB,ML350,14764,82,17000,45775,735.63,46978.63,46997,143.37,693,0,0,555,,,,,,,,1248,1391.37
0,AutoTrader,,4M152565,"Truck, Small Pick-up",4D Double Cab,Red,14,TOYO,TACO,9036,101,0,32535,338.12,33341.12,31997,-1219.12,790.27,0,0,356,,,,,,,,1146.27,-72.85
0,AutoTrader,,4C616128,"SUV, Intermediate Sport Utility",4D Sport Utility,,15,JEEP,GRANC,2748,68,500,35220,248.75,35936.75,36797,985.25,784.22,1000,392,555,,,,,,,,2731.22,3716.47
15.43,AutoTrader,,5C843909,"Car, Intermediate",4D Sedan,White,12,NISS,MAXIN,37134,73,0,16290,800.69,17558.69,17997,563.31,0,0,0,0,,,,,,,,0,563.31
8.423,Cargurus,,4NS81959,"Car, Luxury",4D Sedan,Silver,15,BMW,328I,4304,30,0,33035,659.79,34162.79,35391,1353.21,200.76,1000,0,555,,,,,,,,1755.76,3108.97
23.94,Cargurus,,5R119804,"SUV, Large Sport Utility",4D Sport Utility,White,11,GMC,YUKON,8761,93,5000,41975,894.47,43337.47,43997,784.53,0,1000,0,0,,,,,,,,1000,1784.53
22.36,Cars.com,,5T005838,"Car, Compact",4D Hatchback,Silver,11,NISS,LEAF,15278,40,2200,8300,750.67,9518.67,10697,1303.33,140.7,0,0,0,,,,,,,,140.7,1444.03
4.058,eBay,,4C404370,"Car, Compact",4D Hatchback,Silver,13,NISS,LEAF,7902,26,0,12690,587.53,13745.53,13991,370.47,0,0,0,0,,,,,,,,0,370.47
12.366,eBay,,4Z335879,"Truck, Large Pick-up",4D Double Cab,Blue,14,CHEV,SILV15,2409,73,0,28265,734.02,29467.02,29997,654.98,633.8,0,392,0,,,,,,,,1025.8,1680.78
4.175,eBay,,5A099629,"Car, Intermediate",4D Sedan,Black,14,HOND,ACCO,14589,26,22500,19235,878.62,20581.62,20998,541.38,860.22,0,392,0,,,,,,,,1252.22,1793.6
7.555,eBay,,4S606669,"SUV, Luxury Sport Utility",4D Sport Utility,Black,12,CADI,SRX,12548,38,0,29055,293.75,29816.75,30797,1105.25,0,0,0,0,,,,,,,,0,1105.25
23.791,Google,,5U756703,"Car, Subcompact",4D Sedan,Red,14,HYUN,ACCE,845,40,0,12175,695.07,13338.07,12997,-216.07,465.91,0,0,0,,,,,,,,465.91,249.84
121.731,Website,,4F205841,"Car, Intermediate",4D Sedan,Gray,14,BUIC,LACRO,10805,25,7500,23300,380.02,24148.02,24896,872.98,0,0,0,0,,,,,,,,0,872.98
8.423,AutoTrader,,1C852826,"Car, Intermediate",4D Sedan,Gray,9,NISS,MAXIN,66680,53,0,12000,1999.73,14467.73,14998,655.27,0,0,0,0,,,,,,,,0,655.27
8.106,AutoTrader,,5M933804,"Car, Luxury",4D Sedan,White,12,INFI,G37,33946,26,0,19120,688.26,20276.26,21391,1239.74,0,0,0,555,,,,,,,,555,1794.74
0,Cars.com,,5L722708,"SUV, Compact Sport Utility",2D Sport Utility,Black,9,JEEP,WRAN,30222,61,1000,18435,669.25,19572.25,20991,1543.75,0,0,0,0,,,,,,,,0,1543.75
0,Dealer,,4G108672,"Truck, Large Pick-up",4D Crew Cab,Black,15,GMC,SIER15,11598,90,0,43505,154.62,44127.62,44722,719.38,0,0,0,0,,,,,,,,0,719.38
0,Dealer,,4R262890,"SUV, Large Sport Utility",4D Sport Utility,Black,13,GMC,YUKON,43148,96,0,40300,1243.49,42011.49,39696,-2190.49,0,0,0,0,,,,,,,,0,-2190.49
0,eBay,,5M300725,"Car, Luxury",4D Sedan,White,13,INFI,G37,22290,81,0,23530,597.55,24595.55,24997,526.45,1396.05,1000,392,1070,,,,,,,,3858.05,4384.5
39.872,eBay,,5A383148,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,MLT,ML350,4752,132,3000,45800,234.75,46502.75,45897,-480.75,1231.09,1000,392,1070,,,,,,,,3693.09,3212.34
237.215,eBay,150,4R435759,"Van, Small Van",4D Passenger Van,White,14,CHRY,TOWNC,26002,48,0,19110,1076.36,20654.36,20997,467.64,150,0,0,0,,,,,,,,150,617.64
330.594,eBay,150,4F551905,"Truck, Large Pick-up",4D Crew Cab,White,15,GMC,SIER25,5579,54,55000,56675,763.1,57906.1,58896,1114.9,450,1000,0,0,,,,,,,,1450,2564.9
39.108,Known Other,,5L640862,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,13,JEEP,WRANU,20906,132,0,25900,315.05,26683.05,26497,-61.05,310.84,1000,0,555,,,,,,,,1865.84,1804.79
6.476,TrueCar,,4B557335,"SUV, Compact Sport Utility",4D Sport Utility,Brown,14,BUIC,ENCR,8906,26,24000,25955,786.62,27209.62,25991,-1093.62,0,0,0,0,,,,,,,,0,-1093.62
45,AutoTrader,,5H740443,"Car, Sport",2D Coupe,Black,15,DODG,CHAL,8816,21,0,33135,748.42,34351.42,34991,764.58,1017.33,1000,392,0,,,,,,,,2409.33,3173.91
26.214,Cars.com,,4A120045,"Car, Luxury",4D Sedan,Blue,12,AUDI,A420QT,35558,41,6000,24250,943.88,25661.88,25797,260.12,203.72,0,0,0,,,,,,,,203.72,463.84
0,Dealer,,4L966074,"Car, Intermediate",4D Sedan,Black,14,CHEV,SSED,5289,40,0,37155,359.16,37982.16,38722,864.84,0,0,0,0,,,,,,,,0,864.84
0,Dealer,,1B008585,"Truck, Small Pick-up",4D Crew Cab,Dark Blue,11,HOND,RIDGLN,30715,48,0,23000,1459.5,24927.5,25766,963.5,0,0,0,0,,,,,,,,0,963.5
2450.562,eBay,750,4R216331,"Car, Intermediate",4D Sedan,Gray,12,FORD,FUSN,8151,109,5000,14960,1725.54,17153.54,15897,-1131.54,100,0,0,0,,,,,,,,100,-1031.54
547.575,eBay,350,7F716205,"Car, Luxury",2D Coupe,Blue,14,BMW,428XIC,23712,21,0,34000,1169.67,35637.67,35991,478.33,0,0,0,0,,,,,,,,0,478.33
219.657,eBay,,4A063986,"SUV, Luxury Sport Utility",4D Sport Utility,Black,15,AUDI,Q5,3302,35,0,37355,457.99,38280.99,39997,1841.01,2738.74,0,0,0,,,,,,,,2738.74,4579.75
1424.707,eBay,450,5H519676,"Car, Intermediate",4D Sedan,Red,13,HYUN,SONA,18968,112,0,16090,1227.2,17785.2,15997,-1663.2,0,0,0,0,,,,,,,,0,-1663.2
17.271,TrueCar,,4R128904,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,CADI,ESCAL,42240,57,25000,47055,567.44,48090.44,47997,31.56,187.99,1000,0,555,,,,,,,,1742.99,1774.55
4.175,AutoTrader,,5N362960,"Car, Intermediate",4D Sedan,Gunmetal,14,NISS,ALTIMA,25036,15,0,13660,549.9,14677.9,14991,438.1,261.74,0,292,0,,,,,,,,553.74,991.84
19.749,Cargurus,,5H750782,"Car, Sport",2D Coupe,Black,15,DODG,CHAL,2559,15,0,36755,350.3,37573.3,38991,1542.7,0,0,0,555,,,,,,,,555,2097.7
0,Craigslist,,8A446204,"Car, Luxury High",4D Sedan,Bronze,11,MB,E350W,15140,29,0,26000,620.09,27088.09,29493,2529.91,487.83,1000,0,555,,,,,,,,2042.83,4572.74
0,Dealer,,5EB41513,"Truck, Large Pick-up",4D Crew Cab,Red,14,FORD,F250,9305,83,0,51595,263.38,52326.38,52900,698.62,0,0,0,0,,,,,,,,0,698.62
657.425,eBay,400,8N022154,"Car, Luxury High",4D Sedan,,11,AUDI,A8L4QT,43464,101,13100,42500,1745.2,44713.2,39997,-4591.2,300,0,342,0,,,,,,,,642,-3949.2
1388.612,eBay,750,9F113844,"Truck, Large Pick-up",4D Crew Cab,White,13,GMC,SIER25,34273,40,21000,44000,1930.67,46398.67,46497,223.33,615.26,0,0,0,,,,,,,,615.26,838.59
1418.617,eBay,750,4H515063,"Car, Luxury",4D Sedan,Black,13,CHRY,300,35706,43,0,22035,2242.23,24745.23,23897,-723.23,0,0,0,199,,,,,,,,199,-524.23
1459.955,eBay,450,5C744051,"Car, Compact",4D Sedan,Gray,11,TOYO,COROL,30889,79,0,11330,1420.91,13218.91,11997,-1096.91,365.35,0,0,555,,,,,,,,920.35,-176.56
7.555,Referral,,4Z465975,"Truck, Large Pick-up",,Black,11,CHEV,SILV15,18506,27,4500,27255,435.87,28158.87,29892,1858.13,300,1000,392,0,,,,,,,,1692,3550.13
855.211,eBay,350,7L744386,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,12,BMW,X5X35I,46915,28,14500,31200,2240.54,33908.54,33591,-192.54,0,0,0,0,,,,,,,,0,-192.54
34.693,eBay,,5FP03687,"Car, Luxury High",4D Sedan,White,13,TESLA,RDSTR,8194,169,7000,68755,748.75,69971.75,63997,-5849.75,419.42,0,0,0,,,,,,,,419.42,-5430.33
127.358,Website,150,5T367398,"Car, Subcompact",2D Hatchback,Blue,12,MINI,COOPER,31329,120,0,13455,947.55,14870.55,13897,-848.55,0,0,0,0,,,,,,,,0,-848.55
96.393,AutoTrader,,4DA54001,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,5961,37,0,20925,392.53,21785.53,22791,1130.47,313.28,0,0,555,,,,,,,,868.28,1998.75
96.393,AutoTrader,,8L109836,"SUV, Compact Sport Utility",2D Sport Utility,Blue,12,JEEP,WRAN,11278,31,0,21000,690.91,22158.91,24791,2757.09,274.68,0,0,555,,,,,,,,829.68,3586.77
165.593,Cargurus,150,9H512607,"SUV, Luxury Sport Utility",4D Sport Utility,Black,13,ACUR,MDX,11678,113,14000,36000,703.27,37171.27,35997,-1049.27,0,0,0,0,,,,,,,,0,-1049.27
1410.82,Cargurus,750,1L733423,"SUV, Luxury Sport Utility",4D Sport Utility,Black,11,BMW,X3X35I,37158,39,0,28000,1428.54,29896.54,29997,225.46,250,1000,0,0,,,,,,,,1250,1475.46
34.973,Cargurus,,5G132762,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV15,8292,149,36000,43750,204.37,44422.37,44897,599.63,1021.1,0,392,0,,,,,,,,1413.1,2012.73
11.617,Cars.com,,5F174275,"Truck, Large Pick-up",4D Crew Cab,Black,14,GMC,SR25HD,8782,16,15000,42455,145,43068,45993,3050,1412.46,1000,0,555,,,,,,,,2967.46,6017.46
0,Dealer,,5KD59893,"Truck, Large Pick-up",,Red,12,FORD,F150,18955,87,0,18110,258.21,18836.21,19900,1188.79,0,0,0,0,,,,,,,,0,1188.79
0,Dealer,,5KD71803,"Truck, Large Pick-up",,Red,12,FORD,F150,17039,87,0,18710,508.75,19686.75,19900,338.25,0,0,0,0,,,,,,,,0,338.25
0,Dealer,,7R149805,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,14,CADI,ESCAL,24126,51,0,50500,971.42,51939.42,52800,985.58,0,0,0,0,,,,,,,,0,985.58
649.436,eBay,450,8K155504,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,13,TOYO,FJCR,30280,32,10000,32000,1383.24,33851.24,33991,264.76,0,0,0,0,,,,,,,,0,264.76
1508.133,eBay,750,5FC53781,"Truck, Large Pick-up",4D SuperCrew,Black,12,FORD,F150,22758,100,17000,48470,1350.92,50288.92,48997,-1166.92,782.94,1000,0,0,,,,,,,,1782.94,616.02
1449.731,Google,450,8J593355,"Car, Luxury Sport",2D Coupe,Blue,13,BMW,M3CP,7775,161,0,53000,1084.23,54552.23,53597,-830.23,2557.78,0,0,0,,,,,,,,2557.78,1727.55
1283.08,eBay,,5X409300,"Truck, Large Pick-up",4D Double Cab,Black,14,TOYO,TUND,11426,59,13000,32405,297.61,33170.61,33697,651.39,780.91,1000,0,0,,,,,,,,1780.91,2432.3
8.459,Known Other,,1L743632,"Car, Compact",4D Sedan,Silver,12,NISS,SENTN,53000,41,0,10500,1746.98,12714.98,11993,-596.98,0,0,0,0,,,,,,,,0,-596.98
16.665,Referral,,4T026573,"Car, Compact",4D Hatchback,White,12,NISS,LEAF,19430,31,0,9680,793.2,10941.2,11191,374.8,0,0,0,0,,,,,,,,0,374.8
27.043,Repeat Customer,,5A014467,"SUV, Luxury Sport Utility",4D Sport Utility,,12,MLT,ML3504,19004,94,0,36300,1497.09,38265.09,36897,-1243.09,0,0,0,0,,,,,,,,0,-1243.09
265.158,AutoTrader,200,50K31669,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,15,BMW,X3,1801,114,0,47780,620.71,48868.71,48897,153.29,0,0,0,0,,,,,,,,0,153.29
54.898,AutoTrader,,5H378550,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,13,LAND,LR2,19469,45,14000,31805,413.58,32686.58,31993,-568.58,0,0,0,0,,,,,,,,0,-568.58
35.106,Cargurus,,5U109011,"Car, Sport",2D Coupe,Gray,13,HYUN,GENECP,11678,94,0,22870,699.8,24037.8,23797,-115.8,0,0,0,0,,,,,,,,0,-115.8
15.43,Cargurus,,4G333851,"Truck, Large Pick-up",2D Standard Cab,Gray,14,RAMT,RAMT15,8648,23,0,29240,458.75,30166.75,31992,1950.25,2236.68,1000,392,1070,,,,,,,,4698.68,6648.93
39.108,Cars.com,,5G139504,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT35,11964,189,0,49175,361.38,50004.38,49993,113.62,0,0,0,0,,,,,,,,0,113.62
982.508,eBay,450,5F159669,"Truck, Large Pick-up",4D Crew Cab,,13,GMC,SIER25,31587,80,0,45875,1068.88,47411.88,45797,-1489.88,0,0,0,0,,,,,,,,0,-1489.88
1121.191,eBay,450,4H700348,"Car, Sport",2D Coupe,Black,13,DODG,CHAL,20379,101,0,37055,896.58,38419.58,36797,-1497.58,0,0,0,0,,,,,,,,0,-1497.58
1108.294,eBay,450,9V503195,"Car, Luxury Sport",2D Convertible,Red,99,PLYM,PROWP,3238,88,44000,28000,2006.98,30474.98,29997,-352.98,0,0,0,0,,,,,,,,0,-352.98
6.476,eBay,,1BD36559,"SUV, Intermediate Sport Utility",4D Sport Utility,,11,FORD,FLEX,41068,53,0,19500,460.6,20428.6,21397,1093.4,0,0,0,555,,,,,,,,555,1648.4
13.958,eBay,,5A898956,"Car, Luxury High",4D Sedan,White,14,MB,E350W,2191,170,32000,46430,437.48,47335.48,44593,-2617.48,974.16,0,0,0,,,,,,,,974.16,-1643.32
812.328,eBay,750,5F132884,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV35,10986,66,0,53435,1112.92,55015.92,54997,106.08,300,0,0,0,,,,,,,,300,406.08
964.337,eBay,450,5C838101,"Car, Intermediate",4D Sedan,Black,11,NISS,MAXIN,37078,178,0,18100,1930.44,20498.44,19496,-877.44,0,0,0,0,,,,,,,,0,-877.44
179.599,eBay,150,4C408611,"Car, Compact",4D Hatchback,White,13,NISS,LEAF,14111,38,0,13455,363.75,14286.75,13998,-163.75,0,0,0,0,,,,,,,,0,-163.75
1326.034,Cargurus,450,4EA72959,"Truck, Large Pick-up",4D Crew Cab,Black,12,FORD,F250,23340,149,26000,45315,2365.47,48148.47,45997,-2026.47,0,0,0,0,,,,,,,,0,-2026.47
21.607,Known Other,,5FA41279,"Truck, Large Pick-up",2D Standard Cab,Red,14,FORD,F150,16569,39,0,34780,524.91,35772.91,36793,1145.09,0,0,0,0,,,,,,,,0,1145.09
4.748,Drive By,,1H122229,"Car, Intermediate",4D Sedan,White,12,DODG,CHARO,52305,94,0,20000,2501.93,22969.93,23780,935.07,1310.04,1000,392,872,,,,,,,,3574.04,4509.11
