Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
539.081,eBay,200,4G599198,"Truck, Large Pick-up",4D Crew Cab,,13,RAMT,RAMT25,13485,6,31000,46000,750.48,47218.48,48980,1886.52,381.02,0,242,,,,,,,,,623.02,2509.54
200.896,eBay,0,5F188257,"Car, Luxury Sport",2D Convertible,Black,9,MB,SLK350,7038,14,11500,27225,519.46,28212.46,29980,1892.54,0,0,0,,,,,,,,,0,1892.54
6.825,Unknown,0,1b451799,"Truck, Small Pick-up",4D Crew Cab,,11,HOND,ridgeline,29475,75,31000,23500,317,24285,25400,1115,,,,,,,,,,,,0,1115
1189.555,eBay,750,2D007878,"SUV, Luxury Sport Utility",4D Sport Utility,White,11,AUDI,Q730TD,49973,139,0,37000,1627.31,39095.31,36990,-1980.31,0,1000,0,200,125,550,,,,,,1875,-105.31
1003.511,eBay,450,3R175825,"Van, Small Van",4D Passenger Van,,12,CHRY,TOWNC,8197,85,0,24000,1252.75,25720.75,25990,394.25,0,0,0,200,,,,,,,,200,594.25
1101.198,eBay,450,4L169755,"Car, Compact",4D Hatchback,Blue,14,FORD,FOCUS,8965,8,0,20100,1273.91,21841.91,22980,1263.09,0,0,0,200,0,,,,,,,200,1463.09
457.212,eBay,350,3G449328,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,14,KIA,SORENT,19139,203,0,30000,773,31241,27000,-4116,0,0,0,200,,,,,,,,200,-3916
246.478,eBay,250,2L734820,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,11,BMW,X3X35I,36714,55,0,31115,829,32412,29000,-3287,339.02,1000,0,200,125,,,,,,,1664.02,-1622.98
18.611,Cars.com,0,58U32960,"Car, Luxury High",4D Sedan,Silver,14,JAGU,XF,3280,14,22000,49015,903.75,50386.75,50980,718.25,0,0,0,,,,,,,,,0,718.25
20.536,Cars.com,0,3N002933,"Car, Luxury Sport",2D Coupe,Silver,9,AUDI,R842QT,9268,84,22000,88810,1148.59,90426.59,89980,-321.59,798.42,0,0,,,,,,,,,798.42,476.83
81.026,Cargurus,0,9G155786,"Truck, Large Pick-up",4D Crew Cab,,12,DODG,RAM35,46335,36,0,35500,556.86,36524.86,37000,600.14,0,0,0,,,,,,,,,0,600.14
59.966,Unknown,0,29152048,"Car, Sport",2D Coupe,Silver,12,CHEV,camaro,14758,246,0,21000,2087,23555,19505,-4050,0,0,,,,,,,,,,0,-4050
33.732,Cargurus,0,2N130493,"Car, Intermediate",4D Sedan,Blue,14,DODG,AVEN,7671,88,0,15115,775.79,16358.79,15980,-253.79,0,0,0,,,,,,,,,0,-253.79
1001.918,eBay,450,3K739460,"Car, Subcompact",2D Coupe,Blue,14,SMRT,FORTWO,362,63,0,10730,346.9,11544.9,11980,560.1,0,0,0,200,,,,,,,,200,760.1
478.733,eBay,350,5Z121103,"SUV, Compact Sport Utility",4D Sport Utility,White,14,CHEV,EQUIN,3058,21,0,25325,814.37,26607.37,27980,1497.63,1011.53,1000,242,200,125,,,,,,,2578.53,4076.16
349.343,eBay,200,3E537640,"Car, Intermediate",4D Sedan,Blue,13,VW,CC,35125,159,18500,19025,978.49,20471.49,18990,-1356.49,0,0,0,,,,,,,,,0,-1356.49
324.023,eBay,200,9F556992,"Truck, Large Pick-up",4D Crew Cab,,7,GMC,SIER35,47485,26,25000,30000,2217.71,32685.71,36980,4419.29,0,1000,242,200,,,,,,,,1442,5861.29
221.296,eBay,200,3D134791,"Car, Luxury High",4D Sedan,White,14,BMW,750LI,2519,63,0,73280,638.75,74386.75,75980,1718.25,1359.96,0,0,200,125,,,,,,,1684.96,3403.21
59.966,TrueCar,0,4GA23990,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,FORD,EXPL,18356,12,0,26900,517.48,27885.48,29980,2219.52,707.62,1000,0,200,125,550,,,,,,2582.62,4802.14
11.618,eBay,0,4F090370,"Car, Luxury Sport",2D Convertible,Silver,6,MB,SLK280,5643,7,5000,16630,1849.72,18947.72,19980,1157.28,0,0,0,200,125,,,,,,,325,1482.28
538.982,eBay,0,1S715456,"Car, Luxury Sport",2D Coupe,,6,PORS,911,84998,92,0,28000,3439.94,31907.94,30990,-792.94,0,1000,292,200,125,,,,,,,1617,824.06
5.168,Unknown,0,9R135398,"SUV, Large Sport Utility",4D Sport Utility,,9,GMC,YUKON,31617,8,8500,21000,1447.1,22915.1,24980,2189.9,0,0,242,200,125,,,,,,,567,2756.9
23.591,Autotrader,0,5TZ62374,"Car, Subcompact",2D Hatchback,Gray,10,MINI,COOPER,45141,12,0,9860,1520.37,11848.37,11980,256.63,0,0,0,,,,,,,,,0,256.63
24.657,Autotrader,0,3H534343,"SUV, Luxury Sport Utility",4D Sport Utility,Red,11,ACUR,MDX,58087,85,19200,26425,1829.81,28722.81,28980,382.19,0,0,0,200,125,,,,,,,325,707.19
0,Cars.com,0,1L004612,"SUV, Compact Sport Utility",4D Sport Utility,,10,HOND,CRV,61980,14,0,14000,992.65,15460.65,16980,1644.35,1127.52,0,0,,,,,,,,,1127.52,2771.87
557.36,eBay,0,5T722581,"Car, Subcompact",2D Hatchback,Red,13,MINI,JCWH,6740,14,0,24565,740.17,25773.17,27780,2131.83,227.64,0,0,,,,,,,,,227.64,2359.47
218.88,eBay,200,4E106030,"Car, Compact",4D Sedan,Gray,12,HOND,CIVI,11696,17,0,14060,1014.36,15542.36,15980,562.64,0,0,0,,,,,,,,,0,562.64
114.199,eBay,0,5K804318,"Car, Subcompact",4D Hatchback,White,12,NISS,VERSA,11767,24,0,9880,1302.87,11650.87,11980,454.13,425.46,1000,242,200,125,500,,,,200,,2692.46,3146.59
221.476,TrueCar,0,5C432984,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,JEEP,GRANC,14271,8,3000,30395,599.46,31462.46,31980,642.54,406.14,0,0,200,125,,,,,,,731.14,1373.68
194.162,eBay,0,4H539897,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,12,ACUR,MDX,33055,10,8000,31400,1754.2,33622.2,31980,-1517.2,227.25,0,0,200,125,500,,,,,,1052.25,-464.95
246.653,eBay,0,3FA28944,"Truck, Large Pick-up",4D SuperCrew,Blue,14,FORD,F150,4537,58,0,42375,350.23,43193.23,43980,911.77,0,0,0,200,125,,,,,,,325,1236.77
35.35,Cargurus,0,2R230026,"SUV, Large Sport Utility",4D Sport Utility,Black,14,CHEV,SUBUC,20379,73,0,44990,780.1,46238.1,46980,866.9,2256.41,1000,0,200,125,500,,,,200,,4281.41,5148.31
427.546,eBay,0,2KG47212,"Truck, Large Pick-up",4D SuperCrew,,13,FORD,F150,3768,109,0,27685,414.75,28567.75,28980,537.25,0,1000,0,200,125,,,,,,,1325,1862.25
211.234,Autotrader,0,5R303966,"SUV, Luxury Sport Utility",4D Sport Utility,White,11,CADI,ESCALH,59508,3,13000,32530,2414.86,35412.86,36980,1692.14,1000,1000,242,200,125,,,,,,,2567,4259.14
94.503,eBay,0,5M812598,"Car, Compact",2D Convertible,Silver,13,VW,BEETCV,3049,5,0,20325,376.25,21169.25,22980,1935.75,972.22,1000,242,200,125,,,,,,,2539.22,4474.97
10.984,Unknown,0,3H117718,"Car, Luxury",4D Sedan,White,14,CHRY,300,13481,45,2500,23200,1253.66,24921.66,24980,183.34,300,0,242,200,125,,,,,,100,967,1150.34
8.1,eBay,0,5C143761,"Car, Intermediate",4D Sedan,Blue,13,VW,PASSV,14843,2,7500,20095,450.05,21013.05,22980,2091.95,2200,0,242,200,125,,,,,,695,3462,5553.95
8.423,eBay,0,5M215674,"Car, Luxury",2D Coupe,Black,11,INFI,G37,21355,18,6500,23765,1417.86,25650.86,25980,454.14,300,1000,242,200,125,,,,,,,1867,2321.14
107.475,eBay,0,4FD38329,"Truck, Large Pick-up",4D Extended Cab,Green,13,FORD,F150,18800,37,6350,20600,931.64,21999.64,22980,1105.36,0,0,0,,,,,,,,,0,1105.36
0,Unknown,0,5F304858,"Car, Intermediate",4D Sedan,Silver,14,CHEV,MALI,402,32,0,16875,360.75,17703.75,18000,421.25,0,0,0,200,125,,,,,,,325,746.25
36.964,eBay,0,5EA48371,"SUV, Large Sport Utility",4D Sport Utility,White,10,FORD,EXPDEL,88514,18,0,18245,1729.97,20442.97,20980,662.03,0,0,0,,,,,,,,,0,662.03
462.261,eBay,350,35B31724,"Car, Luxury Sport",2D Convertible,Green,9,JAGU,XK,18688,59,0,33375,1933.31,35776.31,35980,328.69,0,0,0,,,,,,,,,0,328.69
296.888,eBay,200,3U107299,"Car, Compact",4D Hatchback,Silver,13,CHEV,VOLT,15928,61,0,20825,1506.56,22799.56,23580,905.44,242.76,0,292,,,,,,,,,534.76,1440.2
25.495,eBay,0,1H295984,"Car, Sport",2D Coupe,,10,DODG,CHAL,164,81,0,30000,348.6,30816.6,31980,1288.4,487.44,1000,0,200,125,,,,,,,1812.44,3100.84
45.37,eBay,0,1L195544,"SUV, Intermediate Sport Utility",4D Sport Utility,,12,JEEP,WRANU,52572,12,4500,25000,1217.78,26685.78,27980,1419.22,708.91,0,242,,,,,,,,,950.91,2370.13
25.495,Unknown,0,2009233,"Car, Luxury High",4D Sedan,Black,13,AUDI,A8,28021,290,0,55500,807,56775,46900,-9875,0,0,0,,,,,,,,,0,-9875
107.088,eBay,0,1Z008844,"SUV, Compact Sport Utility",4D Sport Utility,,9,MITS,OUTLDR,57670,62,0,12500,2340.51,15308.51,14980,-203.51,150,1000,242,200,,,,,,,,1592,1388.49
45.37,eBay,0,3a116468,"Car, Luxury High",4D Coupe,Black,8,MERC,CLS,41450,178,0,30240,713,31421,27000,-4296,0,0,0,,,,,,,,,0,-4296
1390.962,eBay,750,5G389483,"Truck, Large Pick-up",4D Crew Cab,Red,14,CHEV,SILV15,10743,14,16000,27780,2075.97,30323.97,31980,1781.03,1502.88,0,0,,,,,,,,125,1627.88,3408.91
1384.81,eBay,700,4A702201,"SUV, Luxury Sport Utility",4D Sport Utility,,14,LAND,LR4,11898,35,0,57495,979.39,58942.39,60980,2162.61,0,0,0,,,,,,,,,0,2162.61
1076.287,eBay,700,2A087361,"SUV, Luxury Sport Utility",4D Sport Utility,,12,MLT,ML5504,40961,84,36000,42000,3917.17,46385.17,45980,-280.17,1969.12,0,0,200,,,,,,,,2169.12,1888.95
617.215,Cargurus,350,1U710137,"Car, Luxury Sport",2D Convertible,,9,PORS,BOX,42751,21,7500,26500,859.89,27827.89,30980,3277.11,779.31,0,0,,,,,,,,,779.31,4056.42
221.496,eBay,200,3A028582,"Car, Luxury High",2D Coupe,,12,MB,CL550,5486,90,28000,70000,1473.68,71941.68,69990,-1826.68,0,0,0,200,125,,,,,,,325,-1501.68
464.713,eBay,200,5A048740,"Car, Intermediate",4D Sedan,,13,HOND,ACCO,9671,14,0,18775,435.85,19678.85,21980,2426.15,0,0,0,,,,,,,,,0,2426.15
11.368,Unknown,0,5F125091,"Car, Intermediate",4D Sedan,Silver,14,CHEV,MALI,19125,3,500,13275,589.01,14332.01,15980,1772.99,0,0,0,,,,,,,,,0,1772.99
0,Cargurus,0,2FB91917,"Truck, Large Pick-up",4D SuperCrew,Black,11,FORD,F150,39982,76,2000,31850,2406.82,34724.82,33980,-619.82,1011.81,1000,0,,,,,,,,,2011.81,1391.99
769.637,eBay,450,9R136997,"SUV, Large Sport Utility",4D Sport Utility,Silver,12,GMC,YUKNXL,6169,28,0,43000,952.53,44420.53,46000,1704.47,0,0,0,,,,,,,,,0,1704.47
369.711,eBay,350,9F210828,"Truck, Large Pick-up",4D Crew Cab,,13,GMC,SIER35,8942,43,25000,49500,499.78,50467.78,52580,2237.22,0,0,0,200,,,,,,,895,1095,3332.22
240.912,eBay,0,4C107040,"SUV, Large Sport Utility",4D Sport Utility,,12,DODG,DURA,49091,18,0,25100,2611.28,28179.28,27780,-274.28,200,1000,242,200,,,,,,,,1642,1367.72
20.068,eBay,0,4U422905,"Car, Intermediate",4D Sedan,White,14,TOYO,CAMR,2588,15,0,18510,472.37,19450.37,20980,1654.63,0,0,0,200,125,,,,,,,325,1979.63
6.704,eBay,0,3C132211,"Car, Intermediate",4D Sedan,Gray,12,NISS,ALTIMA,38102,89,0,12850,1072.33,14390.33,13980,-285.33,0,0,0,200,,,,,,,,200,-85.33
495.847,eBay,0,3F127183,"Truck, Large Pick-up",4D Crew Cab,Black,13,GMC,SIER25,36770,70,13500,46600,652.76,47720.76,47980,384.24,0,0,0,,,,,,,,,0,384.24
16.052,eBay,0,1M132896,"Car, Compact",4D Sedan,,9,VW,JETT,37380,5,0,11066,1856.13,13390.13,13980,714.87,0,0,0,,,,,,,,,0,714.87
1480.53,eBay,500,5A682485,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,LAND,LR4,20489,17,23000,49515,634.13,50617.13,52980,2487.87,1032.1,0,0,200,125,,,,,,,1357.1,3844.97
375.737,eBay,350,3G383585,"Truck, Large Pick-up",4D Crew Cab,Silver,11,CHEV,SILV15,6669,108,0,32475,615.77,33558.77,32990,-443.77,498.42,1000,242,200,125,500,,,,200,,2765.42,2321.65
338.016,Cargurus,200,1UA19626,"SUV, Intermediate Sport Utility",4D Sport Utility,,9,FORD,EXPL,52713,38,0,10500,1899.43,12867.43,13980,1237.57,890.06,1000,0,200,125,,,,,,,2215.06,3452.63
250.549,eBay,200,1TT95423,"Car, Sport",2D Hatchback,,9,MINI,COOPS,89732,35,0,8000,1190.51,9658.51,10000,466.49,113.9,0,0,,,,,,,,,113.9,580.39
81.42,eBay,100,5L283842,"SUV, Intermediate Sport Utility",4D Sport Utility,Gray,14,JEEP,WRANU,832,22,0,31325,360.75,32153.75,33980,1951.25,1092.42,0,0,200,125,,,,,200,,1617.42,3568.67
441.381,eBay,0,2C856216,"Car, Intermediate",4D Sedan,White,11,NISS,MAXIN,55458,113,0,18495,730.29,19693.29,19990,421.71,0,0,0,,125,,,,,,,125,546.71
26.764,eBay,0,3H113924,"Truck, Large Pick-up",4D Sport Utility,Red,6,HUMM,H2,60148,65,0,27225,929.5,28622.5,29980,1482.5,0,0,0,200,125,500,,,,,,825,2307.5
0,Unknown,0,2N502118,"Car, Intermediate",4D Sedan,Red,11,NISS,ALTIMA,45758,114,0,11690,995.81,13153.81,11980,-1048.81,546.42,1000,0,,,,,,,,95,1641.42,592.61
51.911,eBay,0,5N191156,"Car, Intermediate",4D Sedan,Black,14,CHRY,200CH,4159,35,0,13175,431.23,14074.23,15000,1050.77,0,0,0,200,125,,,,,,,325,1375.77
9.56,Unknown,0,3L725751,"Car, Compact",4D Sedan,Silver,11,NISS,SENTN,44666,6,0,11780,890.61,13138.61,11990,-1023.61,420,0,0,,,,,,,,,420,-603.61
33.282,eBay,0,5S590404,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,13,CADI,SRX,2101,25,37000,36775,476.2,37719.2,39980,2385.8,0,1000,242,200,125,500,,,,,,2067,4452.8
41.715,eBay,0,4G264425,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,MLT,GLK350,12741,9,0,32300,651.21,33419.21,35780,2485.79,300,0,0,,,,,,,,,300,2785.79
23.594,eBay,0,5D015289,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,AUDI,Q730,7808,9,28000,52835,1391.39,54694.39,54980,410.61,1327.54,1000,242,200,125,500,,,,200,,3594.54,4005.15
23.942,eBay,0,5Y121199,"Car, Sport",2D Convertible,Black,8,SATU,SKY,35954,7,8000,12990,1681.96,15139.96,14780,-234.96,200,1000,0,,,,,,,,,1200,965.04
155.684,Autotrader,0,4BA45509,"SUV, Intermediate Sport Utility",4D Sport Utility,White,12,FORD,EDGE,31949,16,0,23160,782.09,24410.09,24680,394.91,194.22,1000,0,,,,,,,,,1194.22,1589.13
121.735,TrueCar,0,5F206988,"Car, Intermediate",4D Sedan,White,14,BUIC,LACRO,16731,33,0,25425,1634.03,27527.03,28500,1097.97,0,0,0,200,125,,,,,,,325,1422.97
222.231,eBay,0,4J380806,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,11,GMC,ACADIA,29964,16,0,17645,1299.5,19412.5,19980,692.5,762.05,1000,0,,,,,,,,,1762.05,2454.55
138.171,eBay,0,5R185026,"Car, Intermediate",4D Sedan,Silver,14,FORD,FUSN,4668,8,1000,15675,1149.62,17292.62,18980,1812.38,0,0,0,,,,,,,,,0,1812.38
6.572,TrueCar,0,4C118421,"SUV, Luxury Sport Utility",4D Sport Utility,Black,11,LEXU,RX350,42083,5,0,28555,728.31,29751.31,29980,353.69,0,0,0,200,125,,,,,,,325,678.69
15.971,eBay,0,5H407265,"SUV, Compact Sport Utility",4D Sport Utility,Blue,14,SUBA,FOREST,17003,32,0,29120,509.79,30097.79,30480,507.21,0,0,0,,,,,,,,195,195,702.21
8.1,eBay,0,4S117268,"SUV, Intermediate Sport Utility",4D Sport Utility,White,13,TOYO,HIGHLN,9686,3,0,30470,686.09,31624.09,33580,2080.91,0,0,0,,,,,,,,,0,2080.91
28.833,Cargurus,0,4M305301,"Car, Luxury",4D Sedan,Silver,11,INFI,G37,29170,15,0,21530,1232.29,23230.29,21980,-1125.29,0,0,0,,125,,,,,,,125,-1000.29
26.83,TrueCar,0,5P102644,"Car, Compact",4D Sedan,White,14,TOYO,COROL,12091,10,0,14085,699.76,15252.76,14980,-147.76,272.85,0,0,,,,,,,,640.64,913.49,765.73
18.611,Cars.com,0,5X165599,"Truck, Large Pick-up",4D CrewMax,Black,14,TOYO,TUND,186,28,0,38075,360.75,38903.75,42980,4201.25,300,0,0,,,,,,,,,300,4501.25
29.264,eBay,0,2KE16699,"Truck, Large Pick-up",4D SuperCrew,Silver,10,FORD,F150,33434,100,6000,24295,1830.38,26593.38,26990,521.62,0,1000,242,200,125,500,,,,,,2067,2588.62
103.13,Cars.com,0,3U760818,"Car, Luxury Sport",2D Coupe,Black,7,PORS,CYMN,43470,40,0,24000,1497.41,25965.41,25980,139.59,1064.28,1000,242,200,125,500,,,,200,75,3406.28,3545.87
1677.535,eBay,750,2A161421,"Car, Luxury",4D Sedan,Silver,13,AUDI,A420QT,27545,25,2500,25275,1016.69,26759.69,26980,345.31,0,0,0,,,,,,,,,0,345.31
21.354,eBay,0,5L586908,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,13,JEEP,WRANU,29172,28,0,30395,521.11,31384.11,32980,1720.89,0,0,0,200,125,,,,,,,325,2045.89
20.874,eBay,0,4H598548,"Car, Intermediate",4D Sedan,Black,11,CHRY,300,45355,35,0,17695,1869.47,20032.47,18980,-927.47,799,1000,242,200,125,,,,,,640.64,3006.64,2079.17
35.138,Cars.com,0,2S132218,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT15,4919,68,21000,37610,2043.12,40121.12,39739,-257.12,882.7,0,0,,,,,,,,,882.7,625.58
25.495,AutoTrader,0,4D013788,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,VW,TOUAR,971,11,0,34340,648.25,35456.25,38980,3648.75,0,0,0,200,125,,,,,,,325,3973.75
37.008,eBay,0,1F467281,"SUV, Luxury Sport Utility",4D Sport Utility,,10,MLT,GL354M,60672,11,0,19000,2168.72,21636.72,23780,2268.28,580,1000,0,,,,,,,,,1580,3848.28
233.142,eBay,0,5G122496,"Truck, Large Pick-up",4D Crew Cab,White,12,DODG,RAM25,39802,5,21500,45670,609.6,46747.6,46980,357.4,385.31,1000,0,200,125,,,,,,,1710.31,2067.71
9.56,eBay,0,1G275630,"Truck, Large Pick-up",4D Crew Cab,,9,CHEV,SILV15,89376,5,0,12000,2003.99,14471.99,16180,1833.01,116,0,242,,,,,,,,395,753,2586.01
15.961,TrueCar,0,3P033696,"Car, Luxury",2D Coupe,Gray,7,BMW,335I,85521,39,0,12775,2291.65,15534.65,15980,570.35,0,1000,0,200,125,,,,,,,1325,1895.35
59.909,Unknown,0,3H156358,"Car, Intermediate",4D Sedan,Red,12,DODG,CHARO,29375,215,0,26035,576.6,27079.6,24000,-2954.6,710.75,1000,242,200,,,,,,,,2152.75,-801.85
15.961,Dealer,0,2C004436,"Car, Subcompact",4D Hatchback,Blue,12,HOND,Fit,45390,147,0,13000,667,14135,12900,-1235,0,0,0,,,,,,,,,0,-1235
347.73,eBay,200,3G292764,"Truck, Large Pick-up",4D Crew Cab,Black,12,GMC,SIER15,10210,119,0,34175,646.51,35289.51,35990,825.49,0,0,0,,,,,,,,,0,825.49
1284.301,eBay,750,5S679145,"SUV, Compact Sport Utility",4D Sport Utility,Blue,14,CHEV,CAPTIV,4123,13,0,18275,537.52,19280.52,20980,1824.48,202.52,0,0,,,,,,,,,202.52,2027
1442.521,eBay,0,1B065910,"Van, Small Van",4D Passenger Van,,14,HOND,ODYS,9764,11,0,28500,547.06,29515.06,31980,2589.94,0,0,0,,,,,,,,,0,2589.94
29.264,Cargurus,0,5M118216,"Car, Subcompact",4D Hatchback,Black,14,FORD,FIES,29933,19,0,11825,1112.77,13405.77,13780,499.23,431.11,0,0,,,,,,,,,431.11,930.34
8.832,TrueCar,0,9H691264,"Car, Sport",2D Coupe,Black,13,DODG,CHAL,14988,11,0,24100,1589.39,26157.39,26780,747.61,1345.68,1000,242,200,125,500,,,,200,99,3711.68,4459.29
0,eBay,0,4G203914,"Truck, Large Pick-up",4D Crew Cab,White,13,GMC,SIER15,14980,10,5000,24500,912.07,25880.07,26980,1224.93,564.65,1000,242,200,125,,,,,,,2131.65,3356.58
8.832,Dealer,0,2N303787,"Truck, Large Pick-up",4D Crew Cab,White,12,NISS,titan,41900,190,0,27095,795,28358,25900,-2458,0,,,,,,,,,,,0,-2458
8.832,Dealer,0,29550755,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,INFI,qx56,12527,57,0,51500,627,52595,53725,1130,0,,,,,,,,,,,0,1130
8.832,Dealer,0,1u202686,"Car, Luxury",4D Sedan,,12,HYUN,genesis,32387,34,0,20000,1680,22148,23380,1232,0,,,,,,,,,,,0,1232
8.832,Dealer,0,3W069243,"SUV, Compact Sport Utility",4D Sport Utility,Silver,13,TOYO,rav 4,15783,128,0,26775,487,27730,26780,-950,0,,,,,,,,,,,0,-950
1544.511,eBay,750,3T730921,"Car, Subcompact",2D Hatchback,Red,14,MINI,COOPER,2865,145,0,23825,350,24643,23990,-528,0,0,0,0,,,,,,,,0,-528
452.021,eBay,200,3C022741,"Car, Intermediate",4D Sedan,Silver,14,VW,PASSV,2990,179,0,16515,300.71,17283.71,15000,-2158.71,265.74,0,292,0,,,,,,,,557.74,-1600.97
205.774,eBay,0,3L077056,"Car, Luxury High",4D Hatchback,Black,14,PORS,PANA,11091,94,45000,120775,319.75,121562.75,119980,-1457.75,0,0,0,,,,,,,,,0,-1457.75
44.103,eBay,0,4J255105,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,GMC,ACADIA,6715,21,3500,39720,828.5,41016.5,41980,1088.5,248.98,0,0,,,,,,,,,248.98,1337.48
1121.191,TrueCar,450,4J169559,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,BUIC,ENCL,8456,22,22000,36270,507.16,37245.16,38980,1859.84,0,0,0,200,125,500,,,,,75,900,2759.84
1478.778,AutoTrader,450,2A329858,"SUV, Luxury Sport Utility",4D Sport Utility,Black,11,LAND,RANGL,23704,16,18000,55000,3726.82,59194.82,57980,-1089.82,307.41,0,0,0,0,0,,,,,,307.41,-782.41
995.993,eBay,700,1FA97637,"Truck, Large Pick-up",4D SuperCrew,,13,FORD,F150,20119,145,0,48000,1258.28,49726.28,48990,-611.28,1932.83,1000,0,200,125,,,,,,100,3357.83,2746.55
932.013,eBay,450,4R104838,"SUV, Large Sport Utility",4D Sport Utility,White,13,GMC,YUKON,33010,22,20000,37500,2710.29,40678.29,41980,1426.71,0,0,0,0,,,,,,,220,220,1646.71
253.269,AutoTrader,200,2A015152,"Car, Luxury High",4D Sedan,Gray,12,MB,CLS550,12460,27,0,48000,3459.91,51927.91,52990,1187.09,0,0,0,200,125,,,,,,,325,1512.09
21.062,eBay,0,3P601007,"Car, Luxury",4D Sedan,,14,BMW,328ISD,5776,63,3500,33000,659.98,34127.98,33980,-22.98,0,0,0,,,,,,,,,0,-22.98
35.35,Cargurus,0,9V703303,"Car, Luxury Sport",2D Coupe,,1,DODG,VIPED,8650,35,0,42000,478.09,42946.09,45980,3158.91,450.86,0,292,200,125,,,,,,,1067.86,4226.77
0,Unknown,0,1R386967,"SUV, Large Sport Utility",4D Sport Utility,,11,CHEV,TAHO,38746,1,0,21000,546.81,22014.81,24980,3090.19,0,0,0,,0,,,,,,524,524,3614.19
216.545,eBay,200,5G305223,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,MLT,GL354M,9650,14,6000,38105,474.11,39047.11,39980,1057.89,300,0,0,0,,,,,,,,300,1357.89
823.546,eBay,700,9T111684,"SUV, Compact Sport Utility",4D Sport Utility,,12,NISS,JUKE,7764,21,0,17000,581.27,18049.27,19980,2055.73,0,0,0,0,,,,,,,,0,2055.73
80.833,eBay,0,3Y129698,"Car, Sport",2D Convertible,Red,7,PONT,SOLST,25603,77,0,11275,1386.96,13129.96,13990,985.04,0,0,0,,,,,,,,,0,985.04
1619.946,eBay,750,2S015731,"Van, Small Van",4D Passenger Van,,11,TOYO,SIENNA,47385,108,0,22975,2186.34,25629.34,24990,-514.34,1168.61,1000,242,200,125,500,,,,200,290,3725.61,3211.27
439.662,AutoTrader,300,9G624012,"Car, Luxury High",4D Sedan,,9,LINC,MKS,37394,13,0,14500,2639.08,17607.08,17980,497.92,299.36,0,0,0,,,,,,,,299.36,797.28
202.584,eBay,0,4U155588,"Car, Intermediate",2D Coupe,White,8,TOYO,CAMRS,4413,9,0,13125,822.82,14415.82,15980,1689.18,90.15,0,0,200,125,,,,,,75,490.15,2179.33
33.55,Unknown,0,1EC32956,"Truck, Large Pick-up",4D Crew Cab,,5,FORD,F350,77172,13,6000,22000,298,22766,24266,1625,578.76,0,242,200,125,,,,,,324,1469.76,3094.76
4.029,Dealer,0,5a171879,"Car, Luxury High",4D Sedan,Gray,11,MB,cls550,22678,52,0,35000,1693,37161,38705,1544,,,,,,,,,,,,0,1544
4.029,Dealer,0,1gb77351,"SUV, Intermediate Sport Utility",4D Sport Utility,Gray,13,ford,explorer,20888,241,0,27000,1025,28493,24900,-3593,0,0,0,,,,,,,,,0,-3593
6.704,Unknown,0,5F117898,"Car, Luxury Sport",2D Convertible,Silver,6,MB,SL500,32773,10,0,28555,635.64,29658.64,30980,1446.36,407.75,1000,242,200,125,,,,,,,1974.75,3421.11
924.921,eBay,450,4LV40377,"Car, Luxury High",4D Sedan,Tan,13,JAGU,XJL,13570,10,50000,53780,992.34,55240.34,56980,1864.66,803.94,0,0,0,,,,,,,,803.94,2668.6
222.501,eBay,200,4H218525,"Car, Sport",2D Coupe,Red,14,DODG,CHAL,5056,45,0,29440,412.31,30320.31,32980,2784.69,213.7,0,0,0,,,,,,,,213.7,2998.39
507.566,eBay,350,4S548540,"SUV, Compact Sport Utility",4D Sport Utility,Blue,14,CHEV,CAPTIV,15427,24,0,14900,1471.32,16839.32,16980,265.68,0,0,0,0,,,,,,,,0,265.68
169.59,Cargurus,200,4S121884,"Car, Luxury Sport",2D Coupe,Black,12,PORS,911,19397,11,16000,73350,1157.54,74975.54,79980,5129.46,832.1,1000,0,200,125,500,,,,,200,2857.1,7986.56
716.736,eBay,350,3N018890,"Car, Luxury High",4D Sedan,Gray,11,AUDI,A8L4QT,37294,225,1500,46100,849.19,47417.19,44000,-3292.19,1989.36,1000,242,200,125,,,,,,,3556.36,264.17
